yearID	league	teamID	franchID	Rank	G	W	L	name	park	teamNO
1993	NL	FLO	FLA	6	162	64	98	Florida Marlins	Joe Robbie Stadium	2136
1993	NL	HOU	HOU	3	162	85	77	Houston Astros	Astrodome	2137
1993	AL	KCA	KCR	3	162	84	78	Kansas City Royals	Kauffman Stadium	2138
1993	NL	LAN	LAD	4	162	81	81	Los Angeles Dodgers	Dodger Stadium	2139
1993	AL	MIN	MIN	5	162	71	91	Minnesota Twins	Hubert H Humphrey Metrodome	2140
1993	AL	ML4	MIL	7	162	69	93	Milwaukee Brewers	County Stadium	2141
1993	NL	MON	WSN	2	163	94	68	Montreal Expos	Stade Olympique	2142
1993	AL	NYA	NYY	2	162	88	74	New York Yankees	Yankee Stadium II	2143
1993	NL	NYN	NYM	7	162	59	103	New York Mets	Shea Stadium	2144
1993	AL	OAK	OAK	7	162	68	94	Oakland Athletics	Oakland Coliseum	2145
1993	NL	PHI	PHI	1	162	97	65	Philadelphia Phillies	Veterans Stadium	2146
1993	NL	PIT	PIT	5	162	75	87	Pittsburgh Pirates	Three Rivers Stadium	2147
1993	NL	SDN	SDP	7	162	61	101	San Diego Padres	Jack Murphy Stadium	2148
1993	AL	SEA	SEA	4	162	82	80	Seattle Mariners	Kingdome	2149
1993	NL	SFN	SFG	2	162	103	59	San Francisco Giants	Candlestick Park	2150
1993	NL	SLN	STL	3	162	87	75	St. Louis Cardinals	Busch Stadium II	2151
1993	AL	TEX	TEX	2	162	86	76	Texas Rangers	Arlington Stadium	2152
1993	AL	TOR	TOR	1	162	95	67	Toronto Blue Jays	Skydome	2153
1994	NL	ATL	ATL	2	114	68	46	Atlanta Braves	Atlanta-Fulton County Stadium	2154
1994	AL	BAL	BAL	2	112	63	49	Baltimore Orioles	Oriole Park at Camden Yards	2155
1994	AL	BOS	BOS	4	115	54	61	Boston Red Sox	Fenway Park II	2156
1994	AL	CAL	ANA	4	115	47	68	California Angels	Anaheim Stadium	2157
1994	AL	CHA	CHW	1	113	67	46	Chicago White Sox	Comiskey Park II	2158
1994	NL	CHN	CHC	5	113	49	64	Chicago Cubs	Wrigley Field	2159
1994	NL	CIN	CIN	1	115	66	48	Cincinnati Reds	Riverfront Stadium	2160
1994	AL	CLE	CLE	2	113	66	47	Cleveland Indians	Jacobs Field	2161
1994	NL	COL	COL	3	117	53	64	Colorado Rockies	Mile High Stadium	2162
1994	AL	DET	DET	5	115	53	62	Detroit Tigers	Tiger Stadium	2163
1994	NL	FLO	FLA	5	115	51	64	Florida Marlins	Joe Robbie Stadium	2164
1994	NL	HOU	HOU	2	115	66	49	Houston Astros	Astrodome	2165
1994	AL	KCA	KCR	3	115	64	51	Kansas City Royals	Kauffman Stadium	2166
1994	NL	LAN	LAD	1	114	58	56	Los Angeles Dodgers	Dodger Stadium	2167
1994	AL	MIN	MIN	4	113	53	60	Minnesota Twins	Hubert H Humphrey Metrodome	2168
1994	AL	ML4	MIL	5	115	53	62	Milwaukee Brewers	County Stadium	2169
1994	NL	MON	WSN	1	114	74	40	Montreal Expos	Stade Olympique	2170
1994	AL	NYA	NYY	1	113	70	43	New York Yankees	Yankee Stadium II	2171
1994	NL	NYN	NYM	3	113	55	58	New York Mets	Shea Stadium	2172
1994	AL	OAK	OAK	2	114	51	63	Oakland Athletics	Oakland Coliseum	2173
1994	NL	PHI	PHI	4	115	54	61	Philadelphia Phillies	Veterans Stadium	2174
1994	NL	PIT	PIT	3	114	53	61	Pittsburgh Pirates	Three Rivers Stadium	2175
1994	NL	SDN	SDP	4	117	47	70	San Diego Padres	Jack Murphy Stadium	2176
1994	AL	SEA	SEA	3	112	49	63	Seattle Mariners	Kingdome	2177
1994	NL	SFN	SFG	2	115	55	60	San Francisco Giants	Candlestick Park	2178
1994	NL	SLN	STL	3	115	53	61	St. Louis Cardinals	Busch Stadium II	2179
1994	AL	TEX	TEX	1	114	52	62	Texas Rangers	The Ballpark at Arlington	2180
1994	AL	TOR	TOR	3	115	55	60	Toronto Blue Jays	Skydome	2181
1995	NL	ATL	ATL	1	144	90	54	Atlanta Braves	Atlanta-Fulton County Stadium	2182
1995	AL	BAL	BAL	3	144	71	73	Baltimore Orioles	Oriole Park at Camden Yards	2183
1995	AL	BOS	BOS	1	144	86	58	Boston Red Sox	Fenway Park II	2184
1995	AL	CAL	ANA	2	145	78	67	California Angels	Anaheim Stadium	2185
1995	AL	CHA	CHW	3	145	68	76	Chicago White Sox	Comiskey Park II	2186
1995	NL	CHN	CHC	3	144	73	71	Chicago Cubs	Wrigley Field	2187
1995	NL	CIN	CIN	1	144	85	59	Cincinnati Reds	Riverfront Stadium	2188
1995	AL	CLE	CLE	1	144	100	44	Cleveland Indians	Jacobs Field	2189
1995	NL	COL	COL	2	144	77	67	Colorado Rockies	Coors Field	2190
1995	AL	DET	DET	4	144	60	84	Detroit Tigers	Tiger Stadium	2191
1995	NL	FLO	FLA	4	143	67	76	Florida Marlins	Joe Robbie Stadium	2192
1995	NL	HOU	HOU	2	144	76	68	Houston Astros	Astrodome	2193
1995	AL	KCA	KCR	2	144	70	74	Kansas City Royals	Kauffman Stadium	2194
1995	NL	LAN	LAD	1	144	78	66	Los Angeles Dodgers	Dodger Stadium	2195
1995	AL	MIN	MIN	5	144	56	88	Minnesota Twins	Hubert H Humphrey Metrodome	2196
1995	AL	ML4	MIL	4	144	65	79	Milwaukee Brewers	County Stadium	2197
1995	NL	MON	WSN	5	144	66	78	Montreal Expos	Stade Olympique	2198
1995	AL	NYA	NYY	2	145	79	65	New York Yankees	Yankee Stadium II	2199
1995	NL	NYN	NYM	2	144	69	75	New York Mets	Shea Stadium	2200
1995	AL	OAK	OAK	4	144	67	77	Oakland Athletics	Oakland Coliseum	2201
1995	NL	PHI	PHI	2	144	69	75	Philadelphia Phillies	Veterans Stadium	2202
1995	NL	PIT	PIT	5	144	58	86	Pittsburgh Pirates	Three Rivers Stadium	2203
1995	NL	SDN	SDP	3	144	70	74	San Diego Padres	Jack Murphy Stadium	2204
1995	AL	SEA	SEA	1	145	79	66	Seattle Mariners	Kingdome	2205
1995	NL	SFN	SFG	4	144	67	77	San Francisco Giants	Candlestick Park	2206
1995	NL	SLN	STL	4	143	62	81	St. Louis Cardinals	Busch Stadium II	2207
1995	AL	TEX	TEX	3	144	74	70	Texas Rangers	The Ballpark at Arlington	2208
1995	AL	TOR	TOR	5	144	56	88	Toronto Blue Jays	Skydome	2209
1996	NL	ATL	ATL	1	162	96	66	Atlanta Braves	Atlanta-Fulton County Stadium	2210
1996	AL	BAL	BAL	2	163	88	74	Baltimore Orioles	Oriole Park at Camden Yards	2211
1996	AL	BOS	BOS	3	162	85	77	Boston Red Sox	Fenway Park II	2212
1996	AL	CAL	ANA	4	161	70	91	California Angels	Anaheim Stadium	2213
1996	AL	CHA	CHW	2	162	85	77	Chicago White Sox	Comiskey Park II	2214
1996	NL	CHN	CHC	4	162	76	86	Chicago Cubs	Wrigley Field	2215
1996	NL	CIN	CIN	3	162	81	81	Cincinnati Reds	Riverfront Stadium	2216
1996	AL	CLE	CLE	1	161	99	62	Cleveland Indians	Jacobs Field	2217
1996	NL	COL	COL	3	162	83	79	Colorado Rockies	Coors Field	2218
1996	AL	DET	DET	5	162	53	109	Detroit Tigers	Tiger Stadium	2219
1996	NL	FLO	FLA	3	162	80	82	Florida Marlins	Joe Robbie Stadium	2220
1996	NL	HOU	HOU	2	162	82	80	Houston Astros	Astrodome	2221
1996	AL	KCA	KCR	5	161	75	86	Kansas City Royals	Kauffman Stadium	2222
1996	NL	LAN	LAD	2	162	90	72	Los Angeles Dodgers	Dodger Stadium	2223
1996	AL	MIN	MIN	4	162	78	84	Minnesota Twins	Hubert H Humphrey Metrodome	2224
1996	AL	ML4	MIL	3	162	80	82	Milwaukee Brewers	County Stadium	2225
1996	NL	MON	WSN	2	162	88	74	Montreal Expos	Stade Olympique	2226
1996	AL	NYA	NYY	1	162	92	70	New York Yankees	Yankee Stadium II	2227
1996	NL	NYN	NYM	4	162	71	91	New York Mets	Shea Stadium	2228
1996	AL	OAK	OAK	3	162	78	84	Oakland Athletics	Oakland Coliseum	2229
1996	NL	PHI	PHI	5	162	67	95	Philadelphia Phillies	Veterans Stadium	2230
1996	NL	PIT	PIT	5	162	73	89	Pittsburgh Pirates	Three Rivers Stadium	2231
1996	NL	SDN	SDP	1	162	91	71	San Diego Padres	Jack Murphy Stadium	2232
1996	AL	SEA	SEA	2	161	85	76	Seattle Mariners	Kingdome	2233
1996	NL	SFN	SFG	4	162	68	94	San Francisco Giants	Candlestick Park	2234
1996	NL	SLN	STL	1	162	88	74	St. Louis Cardinals	Busch Stadium II	2235
1996	AL	TEX	TEX	1	163	90	72	Texas Rangers	The Ballpark at Arlington	2236
1996	AL	TOR	TOR	4	162	74	88	Toronto Blue Jays	Skydome	2237
1997	AL	ANA	ANA	2	162	84	78	Anaheim Angels	Edison International Field	2238
1997	NL	ATL	ATL	1	162	101	61	Atlanta Braves	Turner Field	2239
1997	AL	BAL	BAL	1	162	98	64	Baltimore Orioles	Oriole Park at Camden Yards	2240
1997	AL	BOS	BOS	4	162	78	84	Boston Red Sox	Fenway Park II	2241
1997	AL	CHA	CHW	2	161	80	81	Chicago White Sox	Comiskey Park II	2242
1997	NL	CHN	CHC	5	162	68	94	Chicago Cubs	Wrigley Field	2243
1997	NL	CIN	CIN	3	162	76	86	Cincinnati Reds	Cinergy Field	2244
1997	AL	CLE	CLE	1	161	86	75	Cleveland Indians	Jacobs Field	2245
1997	NL	COL	COL	3	162	83	79	Colorado Rockies	Coors Field	2246
1997	AL	DET	DET	3	162	79	83	Detroit Tigers	Tiger Stadium	2247
1997	NL	FLO	FLA	2	162	92	70	Florida Marlins	Joe Robbie Stadium	2248
1997	NL	HOU	HOU	1	162	84	78	Houston Astros	Astrodome	2249
1997	AL	KCA	KCR	5	161	67	94	Kansas City Royals	Kauffman Stadium	2250
1997	NL	LAN	LAD	2	162	88	74	Los Angeles Dodgers	Dodger Stadium	2251
1997	AL	MIN	MIN	4	162	68	94	Minnesota Twins	Hubert H Humphrey Metrodome	2252
1997	AL	ML4	MIL	3	161	78	83	Milwaukee Brewers	County Stadium	2253
1997	NL	MON	WSN	4	162	78	84	Montreal Expos	Stade Olympique	2254
1997	AL	NYA	NYY	2	162	96	66	New York Yankees	Yankee Stadium II	2255
1997	NL	NYN	NYM	3	162	88	74	New York Mets	Shea Stadium	2256
1997	AL	OAK	OAK	4	162	65	97	Oakland Athletics	Oakland Coliseum	2257
1997	NL	PHI	PHI	5	162	68	94	Philadelphia Phillies	Veterans Stadium	2258
1997	NL	PIT	PIT	2	162	79	83	Pittsburgh Pirates	Three Rivers Stadium	2259
1997	NL	SDN	SDP	4	162	76	86	San Diego Padres	Qualcomm Stadium	2260
1997	AL	SEA	SEA	1	162	90	72	Seattle Mariners	Kingdome	2261
1997	NL	SFN	SFG	1	162	90	72	San Francisco Giants	3Com Park	2262
1997	NL	SLN	STL	4	162	73	89	St. Louis Cardinals	Busch Stadium II	2263
1997	AL	TEX	TEX	3	162	77	85	Texas Rangers	The Ballpark at Arlington	2264
1997	AL	TOR	TOR	5	162	76	86	Toronto Blue Jays	Skydome	2265
1998	AL	ANA	ANA	2	162	85	77	Anaheim Angels	Edison International Field	2266
1998	NL	ARI	ARI	5	162	65	97	Arizona Diamondbacks	Bank One Ballpark	2267
1998	NL	ATL	ATL	1	162	106	56	Atlanta Braves	Turner Field	2268
1998	AL	BAL	BAL	4	162	79	83	Baltimore Orioles	Oriole Park at Camden Yards	2269
1998	AL	BOS	BOS	2	162	92	70	Boston Red Sox	Fenway Park II	2270
1998	AL	CHA	CHW	2	163	80	82	Chicago White Sox	Comiskey Park II	2271
1998	NL	CHN	CHC	2	163	90	73	Chicago Cubs	Wrigley Field	2272
1998	NL	CIN	CIN	4	162	77	85	Cincinnati Reds	Cinergy Field	2273
1998	AL	CLE	CLE	1	162	89	73	Cleveland Indians	Jacobs Field	2274
1998	NL	COL	COL	4	162	77	85	Colorado Rockies	Coors Field	2275
1998	AL	DET	DET	5	162	65	97	Detroit Tigers	Tiger Stadium	2276
1998	NL	FLO	FLA	5	162	54	108	Florida Marlins	Joe Robbie Stadium	2277
1998	NL	HOU	HOU	1	162	102	60	Houston Astros	Astrodome	2278
1998	AL	KCA	KCR	3	161	72	89	Kansas City Royals	Kauffman Stadium	2279
1998	NL	LAN	LAD	3	162	83	79	Los Angeles Dodgers	Dodger Stadium	2280
1998	NL	MIL	MIL	5	162	74	88	Milwaukee Brewers	County Stadium	2281
1998	AL	MIN	MIN	4	162	70	92	Minnesota Twins	Hubert H Humphrey Metrodome	2282
1998	NL	MON	WSN	4	162	65	97	Montreal Expos	Stade Olympique	2283
1998	AL	NYA	NYY	1	162	114	48	New York Yankees	Yankee Stadium II	2284
1998	NL	NYN	NYM	2	162	88	74	New York Mets	Shea Stadium	2285
1998	AL	OAK	OAK	4	162	74	88	Oakland Athletics	Oakland Coliseum	2286
1998	NL	PHI	PHI	3	162	75	87	Philadelphia Phillies	Veterans Stadium	2287
1998	NL	PIT	PIT	6	163	69	93	Pittsburgh Pirates	Three Rivers Stadium	2288
1998	NL	SDN	SDP	1	162	98	64	San Diego Padres	Qualcomm Stadium	2289
1998	AL	SEA	SEA	3	161	76	85	Seattle Mariners	Kingdome	2290
1998	NL	SFN	SFG	2	163	89	74	San Francisco Giants	3Com Park	2291
1998	NL	SLN	STL	3	163	83	79	St. Louis Cardinals	Busch Stadium II	2292
1998	AL	TBA	TBD	5	162	63	99	Tampa Bay Devil Rays	Tropicana Field	2293
1998	AL	TEX	TEX	1	162	88	74	Texas Rangers	The Ballpark at Arlington	2294
1998	AL	TOR	TOR	3	163	88	74	Toronto Blue Jays	Skydome	2295
1999	AL	ANA	ANA	4	162	70	92	Anaheim Angels	Edison International Field	2296
1999	NL	ARI	ARI	1	162	100	62	Arizona Diamondbacks	Bank One Ballpark	2297
1999	NL	ATL	ATL	1	162	103	59	Atlanta Braves	Turner Field	2298
1999	AL	BAL	BAL	4	162	78	84	Baltimore Orioles	Oriole Park at Camden Yards	2299
1999	AL	BOS	BOS	2	162	94	68	Boston Red Sox	Fenway Park II	2300
1999	AL	CHA	CHW	2	162	75	86	Chicago White Sox	Comiskey Park II	2301
1999	NL	CHN	CHC	6	162	67	95	Chicago Cubs	Wrigley Field	2302
1999	NL	CIN	CIN	2	163	96	67	Cincinnati Reds	Cinergy Field	2303
1999	AL	CLE	CLE	1	162	97	65	Cleveland Indians	Jacobs Field	2304
1999	NL	COL	COL	5	162	72	90	Colorado Rockies	Coors Field	2305
1999	AL	DET	DET	3	161	69	92	Detroit Tigers	Tiger Stadium	2306
1999	NL	FLO	FLA	5	162	64	98	Florida Marlins	Pro Player Stadium	2307
1999	NL	HOU	HOU	1	162	97	65	Houston Astros	Astrodome	2308
1999	AL	KCA	KCR	4	161	64	97	Kansas City Royals	Kauffman Stadium	2309
1999	NL	LAN	LAD	3	162	77	85	Los Angeles Dodgers	Dodger Stadium	2310
1999	NL	MIL	MIL	5	161	74	87	Milwaukee Brewers	County Stadium	2311
1999	AL	MIN	MIN	5	161	63	97	Minnesota Twins	Hubert H Humphrey Metrodome	2312
1999	NL	MON	WSN	4	162	68	94	Montreal Expos	Stade Olympique	2313
1999	AL	NYA	NYY	1	162	98	64	New York Yankees	Yankee Stadium II	2314
1999	NL	NYN	NYM	2	163	97	66	New York Mets	Shea Stadium	2315
1999	AL	OAK	OAK	2	162	87	75	Oakland Athletics	Oakland Coliseum	2316
1999	NL	PHI	PHI	3	162	77	85	Philadelphia Phillies	Veterans Stadium	2317
1999	NL	PIT	PIT	3	161	78	83	Pittsburgh Pirates	Three Rivers Stadium	2318
1999	NL	SDN	SDP	4	162	74	88	San Diego Padres	Qualcomm Stadium	2319
1999	AL	SEA	SEA	3	162	79	83	Seattle Mariners	Kingdome / Safeco Field	2320
1999	NL	SFN	SFG	2	162	86	76	San Francisco Giants	3Com Park	2321
1999	NL	SLN	STL	4	161	75	86	St. Louis Cardinals	Busch Stadium II	2322
1999	AL	TBA	TBD	5	162	69	93	Tampa Bay Devil Rays	Tropicana Field	2323
1999	AL	TEX	TEX	1	162	95	67	Texas Rangers	The Ballpark at Arlington	2324
1999	AL	TOR	TOR	3	162	84	78	Toronto Blue Jays	Skydome	2325
2000	AL	ANA	ANA	3	162	82	80	Anaheim Angels	Edison International Field	2326
2000	NL	ARI	ARI	3	162	85	77	Arizona Diamondbacks	Bank One Ballpark	2327
2000	NL	ATL	ATL	1	162	95	67	Atlanta Braves	Turner Field	2328
2000	AL	BAL	BAL	4	162	74	88	Baltimore Orioles	Oriole Park at Camden Yards	2329
2000	AL	BOS	BOS	2	162	85	77	Boston Red Sox	Fenway Park II	2330
2000	AL	CHA	CHW	1	162	95	67	Chicago White Sox	Comiskey Park II	2331
2000	NL	CHN	CHC	6	162	65	97	Chicago Cubs	Wrigley Field	2332
2000	NL	CIN	CIN	2	163	85	77	Cincinnati Reds	Cinergy Field	2333
2000	AL	CLE	CLE	2	162	90	72	Cleveland Indians	Jacobs Field	2334
2000	NL	COL	COL	4	162	82	80	Colorado Rockies	Coors Field	2335
2000	AL	DET	DET	3	162	79	83	Detroit Tigers	Comerica Park	2336
2000	NL	FLO	FLA	3	161	79	82	Florida Marlins	Pro Player Stadium	2337
2000	NL	HOU	HOU	4	162	72	90	Houston Astros	Enron Field	2338
2000	AL	KCA	KCR	4	162	77	85	Kansas City Royals	Kauffman Stadium	2339
2000	NL	LAN	LAD	2	162	86	76	Los Angeles Dodgers	Dodger Stadium	2340
2000	NL	MIL	MIL	3	163	73	89	Milwaukee Brewers	County Stadium	2341
2000	AL	MIN	MIN	5	162	69	93	Minnesota Twins	Hubert H Humphrey Metrodome	2342
2000	NL	MON	WSN	4	162	67	95	Montreal Expos	Stade Olympique	2343
2000	AL	NYA	NYY	1	161	87	74	New York Yankees	Yankee Stadium II	2344
2000	NL	NYN	NYM	2	162	94	68	New York Mets	Shea Stadium	2345
2000	AL	OAK	OAK	1	161	91	70	Oakland Athletics	Oakland Coliseum	2346
2000	NL	PHI	PHI	5	162	65	97	Philadelphia Phillies	Veterans Stadium	2347
2000	NL	PIT	PIT	5	162	69	93	Pittsburgh Pirates	Three Rivers Stadium	2348
2000	NL	SDN	SDP	5	162	76	86	San Diego Padres	Qualcomm Stadium	2349
2000	AL	SEA	SEA	2	162	91	71	Seattle Mariners	Safeco Field	2350
2000	NL	SFN	SFG	1	162	97	65	San Francisco Giants	PacBell Park	2351
2000	NL	SLN	STL	1	162	95	67	St. Louis Cardinals	Busch Stadium II	2352
2000	AL	TBA	TBD	5	161	69	92	Tampa Bay Devil Rays	Tropicana Field	2353
2000	AL	TEX	TEX	4	162	71	91	Texas Rangers	The Ballpark at Arlington	2354
2000	AL	TOR	TOR	3	162	83	79	Toronto Blue Jays	Skydome	2355
2001	AL	ANA	ANA	3	162	75	87	Anaheim Angels	Edison International Field	2356
2001	NL	ARI	ARI	1	162	92	70	Arizona Diamondbacks	Bank One Ballpark	2357
2001	NL	ATL	ATL	1	162	88	74	Atlanta Braves	Turner Field	2358
2001	AL	BAL	BAL	4	162	63	98	Baltimore Orioles	Oriole Park at Camden Yards	2359
2001	AL	BOS	BOS	2	161	82	79	Boston Red Sox	Fenway Park II	2360
2001	AL	CHA	CHW	3	162	83	79	Chicago White Sox	Comiskey Park II	2361
2001	NL	CHN	CHC	3	162	88	74	Chicago Cubs	Wrigley Field	2362
2001	NL	CIN	CIN	5	162	66	96	Cincinnati Reds	Cinergy Field	2363
2001	AL	CLE	CLE	1	162	91	71	Cleveland Indians	Jacobs Field	2364
2001	NL	COL	COL	5	162	73	89	Colorado Rockies	Coors Field	2365
2001	AL	DET	DET	4	162	66	96	Detroit Tigers	Comerica Park	2366
2001	NL	FLO	FLA	4	162	76	86	Florida Marlins	Pro Player Stadium	2367
2001	NL	HOU	HOU	1	162	93	69	Houston Astros	Enron Field	2368
2001	AL	KCA	KCR	5	162	65	97	Kansas City Royals	Kauffman Stadium	2369
2001	NL	LAN	LAD	3	162	86	76	Los Angeles Dodgers	Dodger Stadium	2370
2001	NL	MIL	MIL	4	162	68	94	Milwaukee Brewers	Miller Park	2371
2001	AL	MIN	MIN	2	162	85	77	Minnesota Twins	Hubert H Humphrey Metrodome	2372
2001	NL	MON	WSN	5	162	68	94	Montreal Expos	Stade Olympique	2373
2001	AL	NYA	NYY	1	161	95	65	New York Yankees	Yankee Stadium II	2374
2001	NL	NYN	NYM	3	162	82	80	New York Mets	Shea Stadium	2375
2001	AL	OAK	OAK	2	162	102	60	Oakland Athletics	Oakland Coliseum	2376
2001	NL	PHI	PHI	2	162	86	76	Philadelphia Phillies	Veterans Stadium	2377
2001	NL	PIT	PIT	6	162	62	100	Pittsburgh Pirates	PNC Park	2378
2001	NL	SDN	SDP	4	162	79	83	San Diego Padres	Qualcomm Stadium	2379
2001	AL	SEA	SEA	1	162	116	46	Seattle Mariners	Safeco Field	2380
2001	NL	SFN	SFG	2	162	90	72	San Francisco Giants	PacBell Park	2381
2001	NL	SLN	STL	2	162	93	69	St. Louis Cardinals	Busch Stadium II	2382
2001	AL	TBA	TBD	5	162	62	100	Tampa Bay Devil Rays	Tropicana Field	2383
2001	AL	TEX	TEX	4	162	73	89	Texas Rangers	The Ballpark at Arlington	2384
2001	AL	TOR	TOR	3	162	80	82	Toronto Blue Jays	Skydome	2385
2002	AL	ANA	ANA	2	162	99	63	Anaheim Angels	Edison International Field	2386
2002	NL	ARI	ARI	1	162	98	64	Arizona Diamondbacks	Bank One Ballpark	2387
2002	NL	ATL	ATL	1	161	101	59	Atlanta Braves	Turner Field	2388
2002	AL	BAL	BAL	4	162	67	95	Baltimore Orioles	Oriole Park at Camden Yards	2389
2002	AL	BOS	BOS	2	162	93	69	Boston Red Sox	Fenway Park II	2390
2002	AL	CHA	CHW	2	162	81	81	Chicago White Sox	Comiskey Park II	2391
2002	NL	CHN	CHC	5	162	67	95	Chicago Cubs	Wrigley Field	2392
2002	NL	CIN	CIN	3	162	78	84	Cincinnati Reds	Cinergy Field	2393
2002	AL	CLE	CLE	3	162	74	88	Cleveland Indians	Jacobs Field	2394
2002	NL	COL	COL	4	162	73	89	Colorado Rockies	Coors Field	2395
2002	AL	DET	DET	5	161	55	106	Detroit Tigers	Comerica Park	2396
2002	NL	FLO	FLA	4	162	79	83	Florida Marlins	Pro Player Stadium	2397
2002	NL	HOU	HOU	2	162	84	78	Houston Astros	Minute Maid Park	2398
2002	AL	KCA	KCR	4	162	62	100	Kansas City Royals	Kauffman Stadium	2399
2002	NL	LAN	LAD	3	162	92	70	Los Angeles Dodgers	Dodger Stadium	2400
2002	NL	MIL	MIL	6	162	56	106	Milwaukee Brewers	Miller Park	2401
2002	AL	MIN	MIN	1	161	94	67	Minnesota Twins	Hubert H Humphrey Metrodome	2402
2002	NL	MON	WSN	2	162	83	79	Montreal Expos	Stade Olympique	2403
2002	AL	NYA	NYY	1	161	103	58	New York Yankees	Yankee Stadium II	2404
2002	NL	NYN	NYM	5	161	75	86	New York Mets	Shea Stadium	2405
2002	AL	OAK	OAK	1	162	103	59	Oakland Athletics	Oakland Coliseum	2406
2002	NL	PHI	PHI	3	161	80	81	Philadelphia Phillies	Veterans Stadium	2407
2002	NL	PIT	PIT	4	161	72	89	Pittsburgh Pirates	PNC Park	2408
2002	NL	SDN	SDP	5	162	66	96	San Diego Padres	Qualcomm Stadium	2409
2002	AL	SEA	SEA	3	162	93	69	Seattle Mariners	Safeco Field	2410
2002	NL	SFN	SFG	2	162	95	66	San Francisco Giants	PacBell Park	2411
2002	NL	SLN	STL	1	162	97	65	St. Louis Cardinals	Busch Stadium II	2412
2002	AL	TBA	TBD	5	161	55	106	Tampa Bay Devil Rays	Tropicana Field	2413
2002	AL	TEX	TEX	4	162	72	90	Texas Rangers	The Ballpark at Arlington	2414
2002	AL	TOR	TOR	3	162	78	84	Toronto Blue Jays	Skydome	2415
2003	AL	ANA	ANA	3	162	77	85	Anaheim Angels	Edison International Field	2416
2003	NL	ARI	ARI	3	162	84	78	Arizona Diamondbacks	Bank One Ballpark	2417
2003	NL	ATL	ATL	1	162	101	61	Atlanta Braves	Turner Field	2418
2003	AL	BAL	BAL	4	163	71	91	Baltimore Orioles	Oriole Park at Camden Yards	2419
2003	AL	BOS	BOS	2	162	95	67	Boston Red Sox	Fenway Park II	2420
2003	AL	CHA	CHW	2	162	86	76	Chicago White Sox	U.S. Cellular Field	2421
2003	NL	CHN	CHC	1	162	88	74	Chicago Cubs	Wrigley Field	2422
2003	NL	CIN	CIN	5	162	69	93	Cincinnati Reds	Great American Ball Park	2423
2003	AL	CLE	CLE	4	162	68	94	Cleveland Indians	Jacobs Field	2424
2003	NL	COL	COL	4	162	74	88	Colorado Rockies	Coors Field	2425
2003	AL	DET	DET	5	162	43	119	Detroit Tigers	Comerica Park	2426
2003	NL	FLO	FLA	2	162	91	71	Florida Marlins	Pro Player Stadium	2427
2003	NL	HOU	HOU	2	162	87	75	Houston Astros	Minute Maid Park	2428
2003	AL	KCA	KCR	3	162	83	79	Kansas City Royals	Kauffman Stadium	2429
2003	NL	LAN	LAD	2	162	85	77	Los Angeles Dodgers	Dodger Stadium	2430
2003	NL	MIL	MIL	6	162	68	94	Milwaukee Brewers	Miller Park	2431
2003	AL	MIN	MIN	1	162	90	72	Minnesota Twins	Hubert H Humphrey Metrodome	2432
2003	NL	MON	WSN	4	162	83	79	Montreal Expos	Stade Olympique/Hiram Bithorn Stadium	2433
2003	AL	NYA	NYY	1	163	101	61	New York Yankees	Yankee Stadium II	2434
2003	NL	NYN	NYM	5	161	66	95	New York Mets	Shea Stadium	2435
2003	AL	OAK	OAK	1	162	96	66	Oakland Athletics	Oakland Coliseum	2436
2003	NL	PHI	PHI	3	162	86	76	Philadelphia Phillies	Veterans Stadium	2437
2003	NL	PIT	PIT	4	162	75	87	Pittsburgh Pirates	PNC Park	2438
2003	NL	SDN	SDP	5	162	64	98	San Diego Padres	Qualcomm Stadium	2439
2003	AL	SEA	SEA	2	162	93	69	Seattle Mariners	Safeco Field	2440
2003	NL	SFN	SFG	1	161	100	61	San Francisco Giants	PacBell Park	2441
2003	NL	SLN	STL	3	162	85	77	St. Louis Cardinals	Busch Stadium II	2442
2003	AL	TBA	TBD	5	162	63	99	Tampa Bay Devil Rays	Tropicana Field	2443
2003	AL	TEX	TEX	4	162	71	91	Texas Rangers	The Ballpark at Arlington	2444
2003	AL	TOR	TOR	3	162	86	76	Toronto Blue Jays	Skydome	2445
2004	AL	ANA	ANA	1	162	92	70	Anaheim Angels	Angels Stadium of Anaheim	2446
2004	NL	ARI	ARI	5	162	51	111	Arizona Diamondbacks	Bank One Ballpark	2447
2004	NL	ATL	ATL	1	162	96	66	Atlanta Braves	Turner Field	2448
2004	AL	BAL	BAL	3	162	78	84	Baltimore Orioles	Oriole Park at Camden Yards	2449
2004	AL	BOS	BOS	2	162	98	64	Boston Red Sox	Fenway Park II	2450
2004	AL	CHA	CHW	2	162	83	79	Chicago White Sox	U.S. Cellular Field	2451
2004	NL	CHN	CHC	3	162	89	73	Chicago Cubs	Wrigley Field	2452
2004	NL	CIN	CIN	4	162	76	86	Cincinnati Reds	Great American Ball Park	2453
2004	AL	CLE	CLE	3	162	80	82	Cleveland Indians	Jacobs Field	2454
2004	NL	COL	COL	4	162	68	94	Colorado Rockies	Coors Field	2455
2004	AL	DET	DET	4	162	72	90	Detroit Tigers	Comerica Park	2456
2004	NL	FLO	FLA	3	162	83	79	Florida Marlins	Pro Player Stadium	2457
2004	NL	HOU	HOU	2	162	92	70	Houston Astros	Minute Maid Park	2458
