yearID	league	teamID	franchID	Rank	G	W	L	name	park	teamNO
1871	NA	BS1	BNA	3	31	20	10	Boston Red Stockings	South End Grounds I	1
1871	NA	CH1	CNA	2	28	19	9	Chicago White Stockings	Union Base-Ball Grounds	2
1871	NA	CL1	CFC	8	29	10	19	Cleveland Forest Citys	National Association Grounds	3
1871	NA	FW1	KEK	7	19	7	12	Fort Wayne Kekiongas	Hamilton Field	4
1871	NA	NY2	NNA	5	33	16	17	New York Mutuals	Union Grounds (Brooklyn)	5
1871	NA	PH1	PNA	1	28	21	7	Philadelphia Athletics	Jefferson Street Grounds	6
1871	NA	RC1	ROK	9	25	4	21	Rockford Forest Citys	Agricultural Society Fair Grounds	7
1871	NA	TRO	TRO	6	29	13	15	Troy Haymakers	Haymakers' Grounds	8
1871	NA	WS3	OLY	4	32	15	15	Washington Olympics	Olympics Grounds	9
1872	NA	BL1	BLC	2	58	35	19	Baltimore Canaries	Newington Park	10
1872	NA	BR1	ECK	9	29	3	26	Brooklyn Eckfords	Union Grounds	11
1872	NA	BR2	BRA	6	37	9	28	Brooklyn Atlantics	Capitoline Grounds	12
1872	NA	BS1	BNA	1	48	39	8	Boston Red Stockings	South End Grounds I	13
1872	NA	CL1	CFC	7	22	6	16	Cleveland Forest Citys	National Association Grounds	14
1872	NA	MID	MAN	8	24	5	19	Middletown Mansfields	Mansfield Club Grounds	15
1872	NA	NY2	NNA	3	56	34	20	New York Mutuals	Union Grounds (Brooklyn)	16
1872	NA	PH1	PNA	4	47	30	14	Philadelphia Athletics	Jefferson Street Grounds	17
1872	NA	TRO	TRO	5	25	15	10	Troy Haymakers	Haymakers' Grounds	18
1872	NA	WS3	OLY	10	9	2	7	Washington Olympics	Olympics Grounds	19
1872	NA	WS4	NAT	11	11	0	11	Washington Nationals	Nationals Grounds	20
1873	NA	BL1	BLC	3	57	34	22	Baltimore Canaries	Newington Park	21
1873	NA	BL4	MAR	9	6	0	6	Baltimore Marylands	Newington Park	22
1873	NA	BR2	BRA	6	55	17	37	Brooklyn Atlantics	Union Grounds	23
1873	NA	BS1	BNA	1	60	43	16	Boston Red Stockings	South End Grounds I	24
1873	NA	ELI	RES	8	23	2	21	Elizabeth Resolutes	Waverly Fairgrounds	25
1873	NA	NY2	NNA	4	53	29	24	New York Mutuals	Union Grounds (Brooklyn)	26
1873	NA	PH1	PNA	5	52	28	23	Philadelphia Athletics	Jefferson Street Grounds	27
1873	NA	PH2	PWS	2	53	36	17	Philadelphia Whites	Jefferson Street Grounds	28
1873	NA	WS5	WBL	7	39	8	31	Washington Blue Legs	Olympics Grounds	29
1874	NA	BL1	BLC	8	47	9	38	Baltimore Canaries	Newington Park	30
1874	NA	BR2	BRA	6	56	22	33	Brooklyn Atlantics	Union Grounds	31
1874	NA	BS1	BNA	1	71	52	18	Boston Red Stockings	South End Grounds I	32
1874	NA	CH2	CNA	5	59	28	31	Chicago White Stockings	23rd Street Grounds	33
1874	NA	HR1	HNA	7	53	16	37	Hartford Dark Blues	Hartford Ball Club Grounds	34
1874	NA	NY2	NNA	2	65	42	23	New York Mutuals	Union Grounds (Brooklyn)	35
1874	NA	PH1	PNA	3	55	33	22	Philadelphia Athletics	Jefferson Street Grounds	36
1874	NA	PH2	PWS	4	58	29	29	Philadelphia Whites	Jefferson Street Grounds	37
1875	NA	BR2	BRA	11	44	2	42	Brooklyn Atlantics	Union Grounds	38
1875	NA	BS1	BNA	1	82	71	8	Boston Red Stockings	South End Grounds I	39
1875	NA	CH2	CNA	6	69	30	37	Chicago White Stockings	23rd Street Grounds	40
1875	NA	HR1	HNA	3	86	54	28	Hartford Dark Blues	Hartford Ball Club Grounds	41
1875	NA	KEO	WES	13	13	1	12	Keokuk Westerns	Perry Park	42
1875	NA	NH1	NHV	8	47	7	40	New Haven Elm Citys	Hamilton Park	43
1875	NA	NY2	NNA	6	71	30	38	New York Mutuals	Union Grounds (Brooklyn)	44
1875	NA	PH1	PNA	2	77	53	20	Philadelphia Athletics	Jefferson Street Grounds	45
1875	NA	PH2	PWS	5	70	37	31	Philadelphia Whites	Jefferson Street Grounds	46
1875	NA	PH3	CEN	11	14	2	12	Philadelphia Centennials	Centennial Grounds	47
1875	NA	SL1	SLR	10	19	4	15	St. Louis Red Stockings	Red Stocking Baseball Park	48
1875	NA	SL2	SNA	4	70	39	29	St. Louis Brown Stockings	Grand Avenue Park	49
1875	NA	WS6	WNT	9	28	5	23	Washington Nationals	Olympics Grounds	50
1876	NL	BSN	ATL	4	70	39	31	Boston Red Caps	South End Grounds I	51
1876	NL	CHN	CHC	1	66	52	14	Chicago White Stockings	23rd Street Grounds	52
1876	NL	CN1	CNR	8	65	9	56	Cincinnati Reds	Avenue Grounds	53
1876	NL	HAR	HAR	2	69	47	21	Hartford Dark Blues	Hartford Ball Club Grounds	54
1876	NL	LS1	LGR	5	69	30	36	Louisville Grays	Louisville Baseball Park	55
1876	NL	NY3	NYU	6	57	21	35	New York Mutuals	Union Grounds (Brooklyn)	56
1876	NL	PHN	ATH	7	60	14	45	Philadelphia Athletics	Jefferson Street Grounds	57
1876	NL	SL3	SBS	3	64	45	19	St. Louis Brown Stockings	Sportsman's Park I	58
1877	NL	BSN	ATL	1	61	42	18	Boston Red Caps	South End Grounds I	59
1877	NL	CHN	CHC	5	60	26	33	Chicago White Stockings	23rd Street Grounds	60
1877	NL	CN1	CNR	6	58	15	42	Cincinnati Reds	Avenue Grounds	61
1877	NL	HAR	HAR	3	60	31	27	Hartford Dark Blues	Union Grounds (Brooklyn)	62
1877	NL	LS1	LGR	2	61	35	25	Louisville Grays	Louisville Baseball Park	63
1877	NL	SL3	SBS	4	60	28	32	St. Louis Brown Stockings	Sportsman's Park I	64
1878	NL	BSN	ATL	1	60	41	19	Boston Red Caps	South End Grounds I	65
1878	NL	CHN	CHC	4	61	30	30	Chicago White Stockings	Lake Front Park I	66
1878	NL	CN1	CNR	2	61	37	23	Cincinnati Reds	Avenue Grounds	67
1878	NL	IN1	IBL	5	63	24	36	Indianapolis Blues	South Street Park	68
1878	NL	ML2	MLG	6	61	15	45	Milwaukee Grays	Eclipse Park II	69
1878	NL	PRO	PRO	3	62	33	27	Providence Grays	Messer Street Grounds	70
1879	NL	BFN	BUF	3	79	46	32	Buffalo Bisons	Riverside Park	71
1879	NL	BSN	ATL	2	84	54	30	Boston Red Caps	South End Grounds I	72
1879	NL	CHN	CHC	4	83	46	33	Chicago White Stockings	Lake Front Park I	73
1879	NL	CL2	CBL	6	82	27	55	Cleveland Blues	Kennard Street Park	74
1879	NL	CN1	CNR	5	81	43	37	Cincinnati Reds	Avenue Grounds	75
1879	NL	PRO	PRO	1	85	59	25	Providence Grays	Messer Street Grounds	76
1879	NL	SR1	SYR	7	71	22	48	Syracuse Stars	Newell Park	77
1879	NL	TRN	TRT	8	77	19	56	Troy Trojans	Putnam Grounds	78
1880	NL	BFN	BUF	7	85	24	58	Buffalo Bisons	Riverside Park	79
1880	NL	BSN	ATL	6	86	40	44	Boston Red Caps	South End Grounds I	80
1880	NL	CHN	CHC	1	86	67	17	Chicago White Stockings	Lake Front Park I	81
1880	NL	CL2	CBL	3	85	47	37	Cleveland Blues	Kennard Street Park	82
1880	NL	CN1	CNR	8	83	21	59	Cincinnati Reds	Bank Street Grounds	83
1880	NL	PRO	PRO	2	87	52	32	Providence Grays	Messer Street Grounds	84
1880	NL	TRN	TRT	4	83	41	42	Troy Trojans	Haymakers' Grounds	85
1880	NL	WOR	WOR	5	85	40	43	Worcester Ruby Legs	Worcester Driving Park Grounds	86
1881	NL	BFN	BUF	3	83	45	38	Buffalo Bisons	Riverside Park	87
1881	NL	BSN	ATL	6	83	38	45	Boston Red Caps	South End Grounds I	88
1881	NL	CHN	CHC	1	84	56	28	Chicago White Stockings	Lake Front Park I	89
1881	NL	CL2	CBL	7	85	36	48	Cleveland Blues	Kennard Street Park	90
1881	NL	DTN	DTN	4	84	41	43	Detroit Wolverines	Recreation Park	91
1881	NL	PRO	PRO	2	85	47	37	Providence Grays	Messer Street Grounds	92
1881	NL	TRN	TRT	5	85	39	45	Troy Trojans	Haymakers' Grounds	93
1881	NL	WOR	WOR	8	83	32	50	Worcester Ruby Legs	Worcester Driving Park Grounds	94
1882	NL	BFN	BUF	3	84	45	39	Buffalo Bisons	Riverside Park	95
1882	AA	BL2	BLO	6	74	19	54	Baltimore Orioles	Newington Park	96
1882	NL	BSN	ATL	3	85	45	39	Boston Red Caps	South End Grounds I	97
1882	NL	CHN	CHC	1	84	55	29	Chicago White Stockings	Lake Front Park I/Lake Front Park II	98
1882	NL	CL2	CBL	5	84	42	40	Cleveland Blues	Kennard Street Park	99
1882	AA	CN2	CIN	1	80	55	25	Cincinnati Red Stockings	Bank Street Grounds	100
1882	NL	DTN	DTN	5	86	42	41	Detroit Wolverines	Recreation Park	101
1882	AA	LS2	LOU	2	80	42	38	Louisville Eclipse	Eclipse Park I	102
1882	AA	PH4	PHA	3	75	41	34	Philadelphia Athletics	Oakdale Park	103
1882	NL	PRO	PRO	2	84	52	32	Providence Grays	Messer Street Grounds	104
1882	AA	PT1	PIT	4	79	39	39	Pittsburg Alleghenys	Exposition Park I	105
1882	AA	SL4	STL	5	80	37	43	St. Louis Brown Stockings	Sportsman's Park I	106
1882	NL	TRN	TRT	7	85	35	48	Troy Trojans	Troy Ball Club Grounds	107
1882	NL	WOR	WOR	8	84	18	66	Worcester Ruby Legs	Worcester Driving Park Grounds	108
1883	NL	BFN	BUF	5	98	52	45	Buffalo Bisons	Riverside Park	109
1883	AA	BL2	BLO	8	96	28	68	Baltimore Orioles	Oriole Park	110
1883	NL	BSN	ATL	1	98	63	35	Boston Beaneaters	South End Grounds I	111
1883	NL	CHN	CHC	2	98	59	39	Chicago White Stockings	Lake Front Park II	112
1883	NL	CL2	CBL	4	100	55	42	Cleveland Blues	Kennard Street Park	113
1883	AA	CL5	CBK	6	97	32	65	Columbus Buckeyes	Recreation Park I	114
1883	AA	CN2	CIN	3	98	61	37	Cincinnati Red Stockings	Bank Street Grounds	115
1883	NL	DTN	DTN	7	101	40	58	Detroit Wolverines	Recreation Park	116
1883	AA	LS2	LOU	5	98	52	45	Louisville Eclipse	Eclipse Park I	117
1883	NL	NY1	SFG	6	98	46	50	New York Gothams	Polo Grounds I	118
1883	AA	NY4	NYP	4	97	54	42	New York Metropolitans	Polo Grounds I West Diamond	119
1883	AA	PH4	PHA	1	98	66	32	Philadelphia Athletics	Jefferson Street Grounds	120
1883	NL	PHI	PHI	8	99	17	81	Philadelphia Quakers	Recreation Park	121
1883	NL	PRO	PRO	3	98	58	40	Providence Grays	Messer Street Grounds	122
1883	AA	PT1	PIT	7	98	31	67	Pittsburg Alleghenys	Exposition Park I	123
1883	AA	SL4	STL	2	98	65	33	St. Louis Browns	Sportsman's Park I	124
1884	UA	ALT	ALT	10	25	6	19	Altoona Mountain City		125
1884	NL	BFN	BUF	3	115	64	47	Buffalo Bisons	Olympic Park I	126
1884	AA	BL2	BLO	6	108	63	43	Baltimore Orioles	Oriole Park	127
1884	UA	BLU	BLU	4	106	58	47	Baltimore Monumentals		128
1884	AA	BR3	LAD	9	109	40	64	Brooklyn Atlantics	Washington Park I	129
1884	NL	BSN	ATL	2	116	73	38	Boston Beaneaters	South End Grounds I	130
1884	UA	BSU	BRD	5	111	58	51	Boston Reds		131
1884	NL	CHN	CHC	5	113	62	50	Chicago White Stockings	Lake Front Park II	132
1884	UA	CHU	CPI	6	93	41	50	Chicago/Pittsburgh (Union League)		133
1884	NL	CL2	CBL	7	113	35	77	Cleveland Blues	Kennard Street Park	134
1884	AA	CL5	CBK	2	110	69	39	Columbus Buckeyes	Recreation Park I	135
1884	AA	CN2	CIN	5	112	68	41	Cincinnati Red Stockings	League Park I in Cincinnati	136
1884	UA	CNU	COR	3	105	69	36	Cincinnati Outlaw Reds		137
1884	NL	DTN	DTN	8	114	28	84	Detroit Wolverines	Recreation Park	138
1884	AA	IN2	IHO	12	110	29	78	Indianapolis Hoosiers	Seventh Street Park	139
1884	UA	KCU	KCU	11	82	16	63	Kansas City Cowboys		140
1884	AA	LS2	LOU	3	110	68	40	Louisville Eclipse	Eclipse Park I	141
1884	UA	MLU	MLU	2	12	8	4	Milwaukee Brewers		142
1884	NL	NY1	SFG	4	116	62	50	New York Gothams	Polo Grounds I	143
1884	AA	NY4	NYP	1	112	75	32	New York Metropolitans	Polo Grounds I West Diamond	144
1884	AA	PH4	PHA	7	108	61	46	Philadelphia Athletics	Jefferson Street Grounds	145
1884	NL	PHI	PHI	6	113	39	73	Philadelphia Quakers	Recreation Park	146
1884	UA	PHU	PHK	8	67	21	46	Philadelphia Keystones		147
1884	NL	PRO	PRO	1	114	84	28	Providence Grays	Messer Street Grounds	148
1884	AA	PT1	PIT	11	110	30	78	Pittsburg Alleghenys	Recreation Park	149
1884	AA	RIC	RIC	10	46	12	30	Richmond Virginians	Allen Pasture	150
1884	AA	SL4	STL	4	110	67	40	St. Louis Browns	Sportsman's Park I	151
1884	UA	SLU	SLM	1	114	94	19	St. Louis Maroons		152
1884	UA	SPU	STP	9	9	2	6	St. Paul White Caps		153
1884	AA	TL1	TOL	8	110	46	58	Toledo Blue Stockings	League Park	154
1884	UA	WIL	WIL	12	18	2	16	Wilmington Quicksteps		155
1884	AA	WS7	WST	13	63	12	51	Washington Nationals	Athletic Park	156
1884	UA	WSU	WNA	7	114	47	65	Washington Nationals		157
1885	NL	BFN	BUF	7	112	38	74	Buffalo Bisons	Olympic Park I	158
1885	AA	BL2	BLO	8	110	41	68	Baltimore Orioles	Oriole Park	159
1885	AA	BR3	LAD	5	112	53	59	Brooklyn Grays	Washington Park I	160
1885	NL	BSN	ATL	5	113	46	66	Boston Beaneaters	South End Grounds I	161
1885	NL	CHN	CHC	1	113	87	25	Chicago White Stockings	West Side Park I	162
1885	AA	CN2	CIN	2	112	63	49	Cincinnati Red Stockings	League Park I in Cincinnati	163
1885	NL	DTN	DTN	6	108	41	67	Detroit Wolverines	Recreation Park	164
1885	AA	LS2	LOU	6	112	53	59	Louisville Colonels	Eclipse Park I	165
1885	NL	NY1	SFG	2	112	85	27	New York Giants	Polo Grounds I	166
1885	AA	NY4	NYP	7	108	44	64	New York Metropolitans	Polo Grounds I West Diamond	167
1885	AA	PH4	PHA	4	113	55	57	Philadelphia Athletics	Jefferson Street Grounds	168
1885	NL	PHI	PHI	3	111	56	54	Philadelphia Quakers	Recreation Park	169
1885	NL	PRO	PRO	4	110	53	57	Providence Grays	Messer Street Grounds	170
1885	AA	PT1	PIT	3	111	56	55	Pittsburg Alleghenys	Recreation Park	171
1885	AA	SL4	STL	1	112	79	33	St. Louis Browns	Sportsman's Park I	172
1885	NL	SL5	SLM	8	111	36	72	St. Louis Maroons	Sportsman's Park I	173
1886	AA	BL2	BLO	8	139	48	83	Baltimore Orioles	Oriole Park	174
1886	AA	BR3	LAD	3	141	76	61	Brooklyn Grays	Washington Park I	175
1886	NL	BSN	ATL	5	118	56	61	Boston Beaneaters	South End Grounds I	176
1886	NL	CHN	CHC	1	126	90	34	Chicago White Stockings	West Side Park I	177
1886	AA	CN2	CIN	5	141	65	73	Cincinnati Red Stockings	League Park I in Cincinnati	178
1886	NL	DTN	DTN	2	126	87	36	Detroit Wolverines	Recreation Park	179
1886	NL	KCN	KCN	7	126	30	91	Kansas City Cowboys	Association Park	180
1886	AA	LS2	LOU	4	138	66	70	Louisville Colonels	Eclipse Park I	181
1886	NL	NY1	SFG	3	124	75	44	New York Giants	Polo Grounds I	182
1886	AA	NY4	NYP	7	137	53	82	New York Metropolitans	St. George Cricket Grounds	183
1886	AA	PH4	PHA	6	139	63	72	Philadelphia Athletics	Jefferson Street Grounds	184
1886	NL	PHI	PHI	4	119	71	43	Philadelphia Quakers	Recreation Park	185
1886	AA	PT1	PIT	2	140	80	57	Pittsburg Alleghenys	Recreation Park	186
1886	AA	SL4	STL	1	139	93	46	St. Louis Browns	Sportsman's Park I	187
1886	NL	SL5	SLM	6	126	43	79	St. Louis Maroons	Sportsman's Park I	188
1886	NL	WS8	WNL	8	125	28	92	Washington Nationals	Swampdoodle Grounds	189
1887	AA	BL2	BLO	3	141	77	58	Baltimore Orioles	Oriole Park	190
1887	AA	BR3	LAD	6	138	60	74	Brooklyn Grays	Washington Park I	191
1887	NL	BSN	ATL	5	127	61	60	Boston Beaneaters	South End Grounds I	192
1887	NL	CHN	CHC	3	127	71	50	Chicago White Stockings	West Side Park I	193
1887	AA	CL3	CLV	8	133	39	92	Cleveland Blues	National League Park II	194
1887	AA	CN2	CIN	2	136	81	54	Cincinnati Red Stockings	League Park I in Cincinnati	195
1887	NL	DTN	DTN	1	127	79	45	Detroit Wolverines	Recreation Park	196
1887	NL	IN3	IND	8	127	37	89	Indianapolis Hoosiers	Athletic Park I	197
1887	AA	LS2	LOU	4	139	76	60	Louisville Colonels	Eclipse Park I	198
1887	NL	NY1	SFG	4	129	68	55	New York Giants	Polo Grounds I	199
1887	AA	NY4	NYP	7	138	44	89	New York Metropolitans	St. George Cricket Grounds	200
1887	AA	PH4	PHA	5	137	64	69	Philadelphia Athletics	Jefferson Street Grounds	201
1887	NL	PHI	PHI	2	128	75	48	Philadelphia Quakers	Philadelphia Baseball Grounds	202
1887	NL	PIT	PIT	6	125	55	69	Pittsburg Alleghenys	Recreation Park	203
1887	AA	SL4	STL	1	138	95	40	St. Louis Browns	Sportsman's Park I	204
1887	NL	WS8	WNL	7	126	46	76	Washington Nationals	Swampdoodle Grounds	205
1888	AA	BL2	BLO	5	137	57	80	Baltimore Orioles	Oriole Park	206
1888	AA	BR3	LAD	2	143	88	52	Brooklyn Bridegrooms	Washington Park I	207
1888	NL	BSN	ATL	4	137	70	64	Boston Beaneaters	South End Grounds II	208
1888	NL	CHN	CHC	2	136	77	58	Chicago White Stockings	West Side Park I	209
1888	AA	CL3	CLV	6	135	50	82	Cleveland Blues	National League Park II	210
1888	AA	CN2	CIN	4	137	80	54	Cincinnati Red Stockings	League Park I in Cincinnati	211
1888	NL	DTN	DTN	5	134	68	63	Detroit Wolverines	Recreation Park	212
1888	NL	IN3	IND	7	136	50	85	Indianapolis Hoosiers	Athletic Park II	213
1888	AA	KC2	KCC	8	132	43	89	Kansas City Cowboys	Association Park I	214
1888	AA	LS2	LOU	7	139	48	87	Louisville Colonels	Eclipse Park I	215
1888	NL	NY1	SFG	1	138	84	47	New York Giants	Polo Grounds I	216
1888	AA	PH4	PHA	3	136	81	52	Philadelphia Athletics	Jefferson Street Grounds	217
1888	NL	PHI	PHI	3	132	69	61	Philadelphia Quakers	Philadelphia Baseball Grounds	218
1888	NL	PIT	PIT	6	139	66	68	Pittsburg Alleghenys	Recreation Park	219
1888	AA	SL4	STL	1	137	92	43	St. Louis Browns	Sportsman's Park I	220
1888	NL	WS8	WNL	8	136	48	86	Washington Nationals	Swampdoodle Grounds	221
1889	AA	BL2	BLO	5	139	70	65	Baltimore Orioles	Oriole Park	222
1889	AA	BR3	LAD	1	140	93	44	Brooklyn Bridegrooms	Washington Park I	223
1889	NL	BSN	ATL	2	133	83	45	Boston Beaneaters	South End Grounds II	224
1889	NL	CHN	CHC	3	136	67	65	Chicago White Stockings	West Side Park I	225
1889	NL	CL4	CLV	6	136	61	72	Cleveland Spiders	National League Park	226
1889	AA	CL6	CLS	6	140	60	78	Columbus Solons	Recreation Park II	227
1889	AA	CN2	CIN	4	141	76	63	Cincinnati Red Stockings	League Park I in Cincinnati	228
1889	NL	IN3	IND	7	135	59	75	Indianapolis Hoosiers	Athletic Park II	229
1889	AA	KC2	KCC	7	139	55	82	Kansas City Cowboys	Exposition Park	230
1889	AA	LS2	LOU	8	140	27	111	Louisville Colonels	Eclipse Park I	231
1889	NL	NY1	SFG	1	131	83	43	New York Giants	Polo Grounds II	232
1889	AA	PH4	PHA	3	138	75	58	Philadelphia Athletics	Jefferson Street Grounds	233
1889	NL	PHI	PHI	4	130	63	64	Philadelphia Quakers	Philadelphia Baseball Grounds	234
1889	NL	PIT	PIT	5	134	61	71	Pittsburg Alleghenys	Recreation Park	235
1889	AA	SL4	STL	2	141	90	45	St. Louis Browns	Sportsman's Park I	236
1889	NL	WS8	WNL	8	127	41	83	Washington Nationals	Swampdoodle Grounds	237
1890	PL	BFP	BFB	8	134	36	96	Buffalo Bisons		238
1890	AA	BL3	BLO	6	38	15	19	Baltimore Orioles	Oriole Park	239
1890	AA	BR4	BRG	9	100	26	73	Brooklyn Gladiators	Ridgewood Park	240
1890	NL	BRO	LAD	1	129	86	43	Brooklyn Bridegrooms	Washington Park II	241
1890	PL	BRP	BWW	2	133	76	56	Brooklyn Ward's Wonders		242
1890	NL	BSN	ATL	5	134	76	57	Boston Beaneaters	South End Grounds II	243
1890	PL	BSP	BRS	1	130	81	48	Boston Reds		244
1890	NL	CHN	CHC	2	139	83	53	Chicago Colts	West Side Park I	245
1890	PL	CHP	CHP	4	138	75	62	Chicago Pirates		246
1890	NL	CIN	CIN	4	134	77	55	Cincinnati Reds	League Park I in Cincinnati	247
1890	NL	CL4	CLV	7	136	44	88	Cleveland Spiders	National League Park	248
1890	AA	CL6	CLS	2	140	79	55	Columbus Solons	Recreation Park II	249
1890	PL	CLP	CLI	7	131	55	75	Cleveland Infants		250
1890	AA	LS2	LOU	1	136	88	44	Louisville Colonels	Eclipse Park I	251
1890	NL	NY1	SFG	6	135	63	68	New York Giants	Polo Grounds II	252
1890	PL	NYP	NYI	3	132	74	57	New York Giants		253
1890	AA	PH4	PHA	8	132	54	78	Philadelphia Athletics	Jefferson Street Grounds	254
1890	NL	PHI	PHI	3	133	78	53	Philadelphia Phillies	Philadelphia Baseball Grounds	255
1890	PL	PHP	PHQ	5	132	68	63	Philadelphia Athletics		256
1890	NL	PIT	PIT	8	138	23	113	Pittsburg Alleghenys	Recreation Park	257
1890	PL	PTP	PBB	6	128	60	68	Pittsburgh Burghers		258
1890	AA	RC2	ROC	5	133	63	63	Rochester Broncos	Culver Field I	259
1890	AA	SL4	STL	3	139	78	58	St. Louis Browns	Sportsman's Park I	260
1890	AA	SR2	SYS	7	128	55	72	Syracuse Stars	Star Park II	261
1890	AA	TL2	TLM	4	134	68	64	Toledo Maumees	Speranza Park	262
1891	AA	BL3	BLO	4	139	71	64	Baltimore Orioles	Union Park	263
1891	NL	BRO	LAD	6	137	61	76	Brooklyn Grooms	Eastern Park	264
1891	AA	BS2	BRS	1	139	93	42	Boston Reds	Congress Street Grounds	265
1891	NL	BSN	ATL	1	140	87	51	Boston Beaneaters	South End Grounds II	266
1891	NL	CHN	CHC	2	137	82	53	Chicago Colts	South Side Park I	267
1891	NL	CIN	CIN	7	138	56	81	Cincinnati Reds	League Park I in Cincinnati	268
1891	NL	CL4	CLV	5	141	65	74	Cleveland Spiders	League Park I	269
1891	AA	CL6	CLS	6	138	61	76	Columbus Solons	Recreation Park II	270
1891	AA	CN3	CKK	7	102	43	57	Cincinnati Kelly's Killers	East End Park	271
1891	AA	LS2	LOU	8	141	54	83	Louisville Colonels	Eclipse Park I	272
1891	AA	ML3	MLA	3	36	21	15	Milwaukee Brewers	Athletic Field	273
1891	NL	NY1	SFG	3	136	71	61	New York Giants	Polo Grounds III	274
1891	AA	PH4	PHQ	5	143	73	66	Philadelphia Athletics	Athletic Park	275
1891	NL	PHI	PHI	4	138	68	69	Philadelphia Phillies	Philadelphia Baseball Grounds	276
1891	NL	PIT	PIT	8	137	55	80	Pittsburgh Pirates	Exposition Park	277
1891	AA	SL4	STL	2	141	85	51	St. Louis Browns	Sportsman's Park I	278
1891	AA	WS9	WAS	9	139	44	91	Washington Statesmen	Boundary Field	279
1892	NL	BLN	BLO	12	152	46	101	Baltimore Orioles	Union Park	280
1892	NL	BRO	LAD	3	158	95	59	Brooklyn Grooms	Eastern Park	281
1892	NL	BSN	ATL	1	152	102	48	Boston Beaneaters	South End Grounds II	282
1892	NL	CHN	CHC	7	147	70	76	Chicago Colts	South Side Park I	283
1892	NL	CIN	CIN	5	155	82	68	Cincinnati Reds	League Park I in Cincinnati	284
1892	NL	CL4	CLV	2	153	93	56	Cleveland Spiders	League Park I	285
1892	NL	LS3	LOU	9	154	63	89	Louisville Colonels	Eclipse Park I	286
1892	NL	NY1	SFG	8	153	71	80	New York Giants	Polo Grounds III	287
1892	NL	PHI	PHI	4	155	87	66	Philadelphia Phillies	Philadelphia Baseball Grounds	288
1892	NL	PIT	PIT	6	155	80	73	Pittsburgh Pirates	Exposition Park	289
1892	NL	SLN	STL	11	155	56	94	St. Louis Browns	Sportsman's Park I	290
1892	NL	WAS	WAS	10	153	58	93	Washington Senators	Boundary Field	291
1893	NL	BLN	BLO	8	130	60	70	Baltimore Orioles	Union Park	292
1893	NL	BRO	LAD	7	130	65	63	Brooklyn Grooms	Eastern Park	293
1893	NL	BSN	ATL	1	131	86	43	Boston Beaneaters	South End Grounds II	294
1893	NL	CHN	CHC	9	128	56	71	Chicago Colts	South Side Park I	295
1893	NL	CIN	CIN	6	131	65	63	Cincinnati Reds	League Park I in Cincinnati	296
1893	NL	CL4	CLV	3	129	73	55	Cleveland Spiders	League Park I	297
1893	NL	LS3	LOU	11	126	50	75	Louisville Colonels	Eclipse Park II	298
1893	NL	NY1	SFG	5	136	68	64	New York Giants	Polo Grounds III	299
1893	NL	PHI	PHI	4	133	72	57	Philadelphia Phillies	Philadelphia Baseball Grounds	300
1893	NL	PIT	PIT	2	131	81	48	Pittsburgh Pirates	Exposition Park	301
1893	NL	SLN	STL	10	135	57	75	St. Louis Browns	Robison Field	302
1893	NL	WAS	WAS	12	130	40	89	Washington Senators	Boundary Field	303
1894	NL	BLN	BLO	1	129	89	39	Baltimore Orioles	Union Park	304
1894	NL	BRO	LAD	5	134	70	61	Brooklyn Grooms	Eastern Park	305
1894	NL	BSN	ATL	3	133	83	49	Boston Beaneaters	South End Grounds II / Congress Street Grounds / South End Grounds III	306
1894	NL	CHN	CHC	8	135	57	75	Chicago Colts	West Side Park II	307
1894	NL	CIN	CIN	10	132	55	75	Cincinnati Reds	League Park II in Cincinnati	308
1894	NL	CL4	CLV	6	130	68	61	Cleveland Spiders	League Park I	309
1894	NL	LS3	LOU	12	130	36	94	Louisville Colonels	Eclipse Park II	310
1894	NL	NY1	SFG	2	137	88	44	New York Giants	Polo Grounds III	311
1894	NL	PHI	PHI	4	129	71	57	Philadelphia Phillies	Philadelphia Baseball Grounds	312
1894	NL	PIT	PIT	7	132	65	65	Pittsburgh Pirates	Exposition Park	313
1894	NL	SLN	STL	9	133	56	76	St. Louis Browns	Robison Field	314
1894	NL	WAS	WAS	11	132	45	87	Washington Senators	Boundary Field	315
1895	NL	BLN	BLO	1	132	87	43	Baltimore Orioles	Union Park	316
1895	NL	BRO	LAD	5	133	71	60	Brooklyn Grooms	Eastern Park	317
1895	NL	BSN	ATL	6	132	71	60	Boston Beaneaters	South End Grounds III	318
1895	NL	CHN	CHC	4	133	72	58	Chicago Colts	West Side Park II	319
1895	NL	CIN	CIN	8	132	66	64	Cincinnati Reds	League Park II in Cincinnati	320
1895	NL	CL4	CLV	2	131	84	46	Cleveland Spiders	League Park I	321
1895	NL	LS3	LOU	12	133	35	96	Louisville Colonels	Eclipse Park II	322
1895	NL	NY1	SFG	9	132	66	65	New York Giants	Polo Grounds III	323
1895	NL	PHI	PHI	3	133	78	53	Philadelphia Phillies	Baker Bowl	324
1895	NL	PIT	PIT	7	134	71	61	Pittsburgh Pirates	Exposition Park	325
1895	NL	SLN	STL	11	135	39	92	St. Louis Browns	Robison Field	326
1895	NL	WAS	WAS	10	132	43	85	Washington Senators	Boundary Field	327
1896	NL	BLN	BLO	1	132	90	39	Baltimore Orioles	Union Park	328
