yearID,teamID,league,playerID,salary,SalaryID
1992,CHN,NL,castifr01,150000,4999
1992,CHN,NL,dascedo01,240000,5000
1992,CHN,NL,dawsoan01,3300000,5001
1992,CHN,NL,dunstsh01,2475000,5002
1992,CHN,NL,girarjo01,300000,5003
1992,CHN,NL,gracema01,2262500,5004
1992,CHN,NL,harkemi01,230000,5005
1992,CHN,NL,jacksda02,2625000,5006
1992,CHN,NL,maddugr01,4200000,5007
1992,CHN,NL,mcelrch01,222000,5008
1992,CHN,NL,morgami01,2875000,5009
1992,CHN,NL,patteke01,640000,5010
1992,CHN,NL,robinje01,588853,5011
1992,CHN,NL,salazlu01,600000,5012
1992,CHN,NL,sandbry01,2150000,5013
1992,CHN,NL,scanlbo01,150000,5014
1992,CHN,NL,scottga01,116000,5015
1992,CHN,NL,slocuhe01,150000,5016
1992,CHN,NL,smithda02,2500000,5017
1992,CHN,NL,smithdw01,460000,5018
1992,CHN,NL,sosasa01,180000,5019
1992,CHN,NL,villahe01,200000,5020
1992,CHN,NL,vizcajo01,177000,5021
1992,CHN,NL,walkech01,275000,5022
1992,CHN,NL,waltoje01,525000,5023
1992,CHN,NL,wilkiri01,140000,5024
1992,CIN,NL,afenitr01,130000,5025
1992,CIN,NL,bankhsc01,800000,5026
1992,CIN,NL,belchti01,2100000,5027
1992,CIN,NL,benavfr01,120000,5028
1992,CIN,NL,bragggl01,1000000,5029
1992,CIN,NL,brownto05,3250000,5030
1992,CIN,NL,brumfja01,109000,5031
1992,CIN,NL,charlno01,1200000,5032
1992,CIN,NL,dibblro01,1450000,5033
1992,CIN,NL,doranbi02,2833333,5034
1992,CIN,NL,fostest01,114000,5035
1992,CIN,NL,hammoch01,140000,5036
1992,CIN,NL,hatchbi01,1600000,5037
1992,CIN,NL,henrydw01,380000,5038
1992,CIN,NL,hillmi01,117000,5039
1992,CIN,NL,larkiba01,4350000,5040
1992,CIN,NL,martida01,1300000,5041
1992,CIN,NL,morriha02,430000,5042
1992,CIN,NL,olivejo01,260000,5043
1992,CIN,NL,oneilpa01,2833333,5044
1992,CIN,NL,reedje02,750000,5045
1992,CIN,NL,rijojo01,3520833,5046
1992,CIN,NL,roberbi01,1550000,5047
1992,CIN,NL,ruskisc01,235000,5048
1992,CIN,NL,saboch01,2750000,5049
1992,CIN,NL,sandere02,109000,5050
1992,CIN,NL,swindgr01,2500000,5051
1992,CLE,AL,alomasa02,525000,5052
1992,CLE,AL,armstja01,281545,5053
1992,CLE,AL,arnsbbr01,150000,5054
1992,CLE,AL,baergca01,525000,5055
1992,CLE,AL,belleal01,175000,5056
1992,CLE,AL,beller01,157500,5057
1992,CLE,AL,bouchde01,116000,5058
1992,CLE,AL,coleal01,162500,5059
1992,CLE,AL,cookde01,375000,5060
1992,CLE,AL,embreal01,109000,5061
1992,CLE,AL,fermife01,950000,5062
1992,CLE,AL,hillgl01,325000,5063
1992,CLE,AL,jacobbr01,550000,5064
1992,CLE,AL,jeffere01,120000,5065
1992,CLE,AL,kirbywa01,119000,5066
1992,CLE,AL,lewisma01,145000,5067
